title,series,rating,language,genres,bookFormat,pages,publisher,publishDate,awards,numRatings,ratingsByStars,likedPercent,setting,Year,Author,Num_Customers_Rated,Price,,,,,,,
The Book Thief,Missing,4.37,English,"['Historical Fiction', 'Fiction', 'Young Adult', 'Historical', 'Classics', 'War', 'Holocaust', 'World War II', 'Books About Books', 'Audiobook']",Hardcover,552,Alfred A. Knopf,3/14/2006,"['National Jewish Book Award for Children’s and Young Adult Literature (2006)', ""Book Sense Book of the Year Award for Children's Literature (2007)"", 'Buxtehuder Bulle (2008)', 'Sydney Taylor Book Award for Teen Readers (2007)', 'Prijs van de Kinder- en Jeugdjury Vlaanderen (2009)', 'Michael L. Printz Award Nominee (2007)', 'Exclusive Books Boeke Prize (2007)', 'Rhode Island Teen Book Award Nominee (2008)', 'The Quill Award Nominee for Young Adult/Teen (2006)', 'Zilveren Zoen (2008)', 'Teen Read Award Nominee for Best All-Time-Fave (2010)', 'Deutscher Jugendliteraturpreis for Preis der Jugendjury (2009)', 'Association of Jewish Libraries for Teen Book Award (2006)', 'Lincoln Award Nominee (2010)', 'Australian Book Industry Award (ABIA) Nominee for Literary Fiction (2008)', 'Kathleen Mitchell Award', 'Ena Noel Award (2008)', 'Literaturpreis der Jury der jungen Leser for Jugendbuch (2009)', 'LovelyBooks Leserpreis for Allgemeine Literatur (2009)', 'Margaret A. Edwards Award (2014)']",1834276,"['1048230', '524674', '186297', '48864', '26211']",96,"['Molching (Germany)', 'Germany']",2010,Markus Zusak,25974,0.35,,,,,,,
The Book with No Pictures,Missing,4.35,English,"['Picture Books', 'Childrens', 'Humor', 'Storytime', 'Fiction', 'Juvenile', 'Kids', 'Audiobook', 'Comedy', '2nd Grade']",Hardcover,48,Dial Books,9/30/2014,"['California Young Readers Medal for Primary (2018)', 'Vlag en Wimpel Griffeljury (2016)', 'Goodreads Choice Award Nominee for Picture Books (2014)', 'The Magnolia Award for K-2 (2017)', 'CLEL Bell Picture Book Awards Nominee for Read (2015)']",22201,"['12972', '5766', '2264', '701', '498']",95,Missing,2014,B. J. Novak,10378,1.05,,,,,,,
"The Boy, the Mole, the Fox and the Horse",Missing,4.6,English,"['Fiction', 'Graphic Novels', 'Childrens', 'Art', 'Picture Books', 'Poetry', 'Philosophy', 'Animals', 'Self Help', 'Inspirational']",Hardcover,128,Ebury Press,10/10/2019,0,33404,"['24526', '5883', '2014', '634', '347']",97,Missing,2020,Charlie Mackesy,37452,13.49,,,,,,,
The Boys in the Boat: Nine Americans and Their Epic Quest for Gold at the 1936 Berlin Olympics,The Boys in The Boat,4.35,English,"['Nonfiction', 'History', 'Sports', 'Biography', 'Historical', 'Audiobook', 'Book Club', 'World War II', 'American History', 'Memoir']",Hardcover,404,Viking,6/4/2013,"['James Tait Black Memorial Prize Nominee for Biography (2013)', ""Pennsylvania Young Readers' Choice Award Nominee for Young Adults (2017)"", 'Keystone to Reading Book Award Nominee for Middle School (2017)', 'William Saroyan International Prize for Writing Nominee for Nonfiction (2014)', 'Washington State Book Award for History/General Nonfiction (2014)', 'Andrew Carnegie Medal Nominee for Nonfiction (2014)', 'Goodreads Choice Award Nominee for History & Biography (2013)', 'Green Mountain Book Award Nominee (2016)']",222502,"['123705', '66345', '22645', '6013', '3794']",96,['Berlin (Germany)'],2014,Daniel James Brown,6742,10.94,,,,,,,
"The Bully Pulpit: Theodore Roosevelt, William Howard Taft, and the Golden Age of Journalism",Missing,4.14,English,"['History', 'Nonfiction', 'Biography', 'Politics', 'American History', 'Presidents', 'Audiobook', 'Biography Memoir', 'Journalism', 'Historical']",Hardcover,910,Simon & Schuster,11/5/2013,"['Audie Award for History/Biography (2015)', 'Andrew Carnegie Medal for Nonfiction (2014)']",18145,"['7682', '6943', '2441', '626', '453']",94,Missing,2013,Doris Kearns Goodwin,2291,34.7,,,,,,,
The Butterfly Lion,Missing,4.09,English,"['Childrens', 'Fiction', 'Animals', 'Novels', 'Historical Fiction', 'Africa', 'School', 'Middle Grade', 'Adventure', 'Historical']",Paperback,112,Collins,5/7/1996,['Nestlé Smarties Book Prize for 6–8 years (1996)'],9097,"['3687', '3094', '1849', '369', '98']",95,['South Africa'],Missing,Michael Morpurgo,Missing,Missing,,,,,,,
The Casual Vacancy,Missing,3.3,English,"['Fiction', 'Contemporary', 'Mystery', 'Adult', 'Adult Fiction', 'Drama', 'Unfinished', 'British Literature', 'Novels', 'Audiobook']",Hardcover,503,"Little, Brown and Company",9/27/2012,['Goodreads Choice Award for Fiction (2012)'],302889,"['50685', '90207', '89332', '44776', '27889']",76,['Pagford (United Kingdom)'],2012,J.K. Rowling,9729,16.95,,,,,,,
The Catcher in the Rye,Missing,3.81,English,"['Classics', 'Fiction', 'Young Adult', 'Literature', 'School', 'Novels', 'Coming Of Age', 'American', 'High School', 'Read For School']",Paperback,277,Back Bay Books,1/30/2001,"['Teen Read Award Nominee for Best All-Time-Fave (2010)', 'National Book Award Finalist for Fiction (1952)']",2736523,"['937208', '846027', '579292', '234980', '139016']",86,"['New York City, New York (United States)', 'Agerstown, Pennsylvania (United States)']",2010,J. D. Salinger,14641,6.82,,,,,,,
The Checklist Manifesto: How to Get Things Right,Missing,4.05,English,"['Nonfiction', 'Business', 'Medicine', 'Self Help', 'Productivity', 'Medical', 'Science', 'Psychology', 'Personal Development', 'Management']",Kindle Edition,225,Missing,12/15/2009,0,48512,"['17241', '19430', '9396', '1917', '528']",95,Missing,2010,Atul Gawande,3812,23.8,,,,,,,
The Choice,Missing,4,English,"['Romance', 'Fiction', 'Chick Lit', 'Contemporary', 'Adult', 'Adult Fiction', 'Contemporary Romance', 'Love', 'Drama', 'Audiobook']",Kindle Edition,325,Grand Central Publishing,9/24/2007,0,152249,"['57347', '50719', '33168', '8425', '2590']",93,['North Carolina (United States)'],Missing,Edith Eger,Missing,Missing,,,,,,,
The Complete Ketogenic Diet for Beginners: Your Essential Guide to Living the Keto Lifestyle,Missing,3.62,English,"['Cookbooks', 'Nonfiction', 'Health', 'Cooking', 'Reference', 'Food', 'Self Help', 'Diets', 'Nutrition', 'Fitness']",Paperback,158,Rockridge Press,12/20/2016,0,6159,"['1822', '1832', '1343', '651', '511']",81,Missing,2017,Amy Ramos,18251,6.99,,,,,,,
The Day the Crayons Came Home,Crayons,4.39,English,"['Picture Books', 'Childrens', 'Humor', 'Fiction', 'Art', 'Fantasy', 'Storytime', 'Adventure', 'Kids', 'School']",Hardcover,48,Philomel Books,8/18/2015,['Goodreads Choice Award for Picture Books (2015)'],13486,"['7738', '3935', '1340', '299', '174']",96,Missing,2015,Drew Daywalt,3189,12.02,,,,,,,
The Day the Crayons Quit,Crayons,4.42,English,"['Picture Books', 'Childrens', 'Humor', 'Fiction', 'Art', 'Fantasy', 'Storytime', 'School', 'Kids', 'Juvenile']",Hardcover,30,Philomel Books,6/27/2013,"[""Vermont's Picture Book Awards: Red Clover (2015)"", 'Texas Bluebonnet Award (2015)', 'Zilveren Griffel (2015)', 'South Carolina Book Award for Picture Book (2016)', ""Flicker Tale Children's Book Award for Picture Books (2015)"", 'Keystone to Reading Book Award for Primary (2015)', 'California Young Readers Medal for Primary (2016)', 'Wanda Gág Read Aloud Book Award (2014)', 'Monarch Award (2015)', 'Goodreads Choice Award for Picture Books (2013)', 'The Magnolia Award for K-2 (2015)', ""CBI Book of the Year for Children's Choice (2014)"", 'Hea Lasteraamat (2015)']",44747,"['27558', '11250', '3997', '1146', '796']",96,Missing,2013,Drew Daywalt,11431,9.19,,,,,,,
The Definitive Book of Body Language,Missing,3.98,English,"['Psychology', 'Nonfiction', 'Self Help', 'Communication', 'Business', 'Science', 'Personal Development', 'Reference', 'Sociology', 'Social']",Hardcover,400,Bantam,7/25/2006,0,22326,"['7794', '8271', '4750', '1109', '402']",93,Missing,Missing,Allan Pease,Missing,Missing,,,,,,,
The Diary of a Bookseller,Missing,3.78,English,"['Nonfiction', 'Books About Books', 'Memoir', 'Biography', 'Scotland', 'Biography Memoir', 'Audiobook', 'Humor', 'Contemporary', 'Autobiography']",Hardcover,310,Profile Books,9/28/2017,0,15147,"['3628', '6136', '4078', '1020', '285']",91,"['Wigtown, Galloway, Scotland']",Missing,Shaun Bythell,Missing,Missing,,,,,,,
The Diary of a Young Girl,Missing,4.15,English,"['Nonfiction', 'Classics', 'History', 'Biography', 'Memoir', 'Historical', 'Holocaust', 'Autobiography', 'War', 'World War II']",Mass Market Paperback,283,Bantam,7/28/1993,['Luisterboek Award Nominee (2008)'],2741134,"['1266466', '859538', '438340', '112847', '63943']",94,['Amsterdam (Netherlands)'],Missing,Anne Frank,Missing,Missing,,,,,,,
The Dot,Creatrilogy,4.2,English,"['Picture Books', 'Art', 'Childrens', 'Fiction', 'Inspirational', 'Realistic Fiction', 'School', 'Growth Mindset', 'Storytime', 'Teaching']",Hardcover,32,Candlewick Press,9/15/2003,"['Borders Original Voices Award for Picture Books (2003)', 'Irma Black Award Nominee (2004)']",27505,"['14984', '6496', '3618', '1285', '1122']",91,Missing,Missing,Peter H. Reynolds,Missing,Missing,,,,,,,
The Fault in Our Stars,Missing,4.21,English,"['Young Adult', 'Romance', 'Fiction', 'Contemporary', 'Realistic Fiction', 'Teen', 'Coming Of Age', 'Drama', 'Novels', 'Love']",Hardcover,313,Dutton Books,1/10/2012,"['Georgia Peach Book Award (2013)', 'Buxtehuder Bulle (2012)', 'Odyssey Award (2013)', 'Audie Award for Teens (2013)', ""West Australian Young Readers' Book Award (WAYRBA) for Older Readers (2013)"", ""Pennsylvania Young Readers' Choice Award for Young Adults (2013)"", 'Rhode Island Teen Book Award (2014)', 'Evergreen Teen Book Award (2015)', 'Soaring Eagle Book Award (2014)', 'Milwaukee County Teen Book Award (2013)', 'Indies Choice Book Award for Young Adult (2013)', 'Deutscher Jugendliteraturpreis for Preis der Jugendjury (2013)', 'Amelia Elizabeth Walden Award (2013)', 'Dioraphte Jongerenliteratuurprijs for vertaald boek en publieksprijs (2013)', 'The Inky Awards for Silver Inky (2012)', 'California Young Readers Medal for Young Adult (2015)', 'Lincoln Award (2014)', 'Luisterboek Award (2015)', 'Goodreads Choice Award for Young Adult Fiction (2012) and Nominee for Best of the Best  (2018)', 'Green Mountain Book Award (2014)', 'The Inky Awards Shortlist for Silver Inky (2012)', ""Louisiana Teen Readers' Choice (2015)"", 'Missouri Gateway Readers Award (2015)', 'Oklahoma Sequoyah Award for High School (2015)', 'Alabama Author Award for Young Adult (2013)', 'Premio El Templo de las Mil Puertas for Mejor novela extranjera independiente (2012)', 'FAB Award Nominee (2014)', 'Premi Protagonista Jove for Categoria 15-16 anys (2013)']",3550714,"['1784471', '1022406', '512574', '150365', '80898']",93,"['Indianapolis, Indiana (United States)', 'Amsterdam (Netherlands)']",2012,John Green,52620,12.99,,,,,,,
The Five Dysfunctions of a Team: A Leadership Fable,Missing,4.06,English,"['Business', 'Leadership', 'Nonfiction', 'Management', 'Self Help', 'Buisness', 'Personal Development', 'Psychology', 'Entrepreneurship', 'Audiobook']",Hardcover,227,Jossey-Bass,4/11/2002,0,79305,"['31349', '28676', '13991', '3349', '1940']",93,Missing,2010,Patrick Lencioni,3792,19.54,,,,,,,
The Girl Who Drank the Moon,Missing,4.1,English,"['Fantasy', 'Middle Grade', 'Fiction', 'Young Adult', 'Childrens', 'Magic', 'Audiobook', 'Dragons', 'Witches', 'Juvenile']",Hardcover,388,Algonquin Young Readers,8/9/2016,"['Newbery Medal (2017)', 'Locus Award Nominee for Best Young Adult Book (2017)', 'Texas Bluebonnet Award Nominee (2018)', ""Dorothy Canfield Fisher Children's Book Award Nominee (2018)"", 'Andre Norton Award Nominee (2016)', ""William Allen White Children's Book Award Nominee (2019)"", 'NCTE Charlotte Huck Honor Book (2017)']",54401,"['22612', '19543', '8701', '2388', '1157']",93,Missing,Missing,Kelly Barnhill,Missing,Missing,,,,,,,
The Girl on the Train,Missing,3.93,English,"['Fiction', 'Mystery', 'Thriller', 'Crime', 'Mystery Thriller', 'Suspense', 'Contemporary', 'Adult', 'Audiobook', 'Adult Fiction']",Hardcover,325,Riverhead Books,1/13/2015,"['ITW Thriller Award Nominee for Best Hardcover Novel (2016)', 'Audie Award for Audiobook of the Year (2016)', 'Australian Book Industry Award (ABIA) Nominee for International Book (2016)', 'Goodreads Choice Award for Mystery & Thriller (2015)', 'Waterstones Book of the Year Nominee (2015)', ""Woman & Home Reader's Choice Award for Best Thriller Of The Year (2016)""]",2111336,"['689572', '802603', '444058', '123620', '51483']",92,"['London, England', 'England']",2015,Paula Hawkins,82313,14.98,,,,,,,
The Giver,The Giver #1,4.13,English,"['Young Adult', 'Fiction', 'Classics', 'Dystopia', 'Science Fiction', 'Fantasy', 'School', 'Childrens', 'Middle Grade', 'Read For School']",Paperback,208,Ember,1/24/2006,"['Newbery Medal (1994)', ""Mythopoeic Fantasy Award Nominee for Children's Literature (1994)"", 'Golden Duck Award for Young Adult (Hal Clement Award) (1994)', 'Garden State Book Award for Teen Fiction Grades 6-8 (1996)', ""Buckeye Children's Book Award for Grade 6-8 (1997)"", 'Grand Canyon Reader Award for Teen Book (1995)', 'Maryland Black-Eyed Susan Book Award for Grade 6-9 (1995)', 'Golden Sower Award for Young Adult (1995)', ""Pennsylvania Young Readers' Choice Award for Grades 3-8 (1995)"", 'Soaring Eagle Book Award Nominee (1996)', ""Pacific Northwest Library Association Young Reader's Choice Award for Senior (1996)"", 'Boston Globe-Horn Book Award Nominee for Fiction (1993)', 'New Mexico Land of Enchantment Award (1997)', 'Eliot Rosewater Indiana High School Book Award (1997)', ""William Allen White Children's Book Award (1996)"", 'Wyoming Indian Paintbrush Nominee (1996)', ""NSK Neustadt Prize for Children's Literature Nominee (2013)"", 'Oklahoma Sequoyah Award for YA (1996)', ""Rebecca Caudill Young Readers' Book Award (1996)"", 'Hea Lasteraamat (2010)', 'Premi Protagonista Jove for Categoria 13-14 anys (2016)', 'Margaret A. Edwards Award (2007)']",1785054,"['786988', '591426', '293684', '77858', '35098']",94,Missing,Missing,Lois Lowry,Missing,Missing,,,,,,,
The Giver of Stars,Missing,4.28,English,"['Historical Fiction', 'Fiction', 'Audiobook', 'Historical', 'Romance', 'Adult', 'Adult Fiction', 'Book Club', 'Books About Books', 'Chick Lit']",Hardcover,388,Pamela Dorman Books,10/8/2019,['Goodreads Choice Award Nominee for Historical Fiction (2019)'],183231,"['83114', '74275', '21046', '3460', '1336']",97,"['Baileyville, Kentucky (United States)']",Missing,Jojo Moyes,Missing,Missing,,,,,,,
The Giving Tree,Missing,4.37,English,"['Childrens', 'Picture Books', 'Classics', 'Fiction', 'Poetry', 'Young Adult', 'Fantasy', 'Juvenile', 'Kids', 'Short Stories']",Hardcover,64,HarperCollins Publishers,10/7/1964,0,905731,"['556142', '204347', '94819', '27950', '22473']",94,Missing,2017,Shel Silverstein,15066,1.64,,,,,,,
The Grand Design,Missing,4.04,English,"['Science', 'Nonfiction', 'Physics', 'Philosophy', 'Popular Science', 'Astronomy', 'Audiobook', 'Religion', 'History', 'Space']",Hardcover,199,Bantam,9/7/2010,0,63503,"['24361', '23324', '11524', '2726', '1568']",93,Missing,2010,Stephen Hawking,2006,19.95,,,,,,,
The Great Gatsby,Missing,3.92,English,"['Classics', 'Fiction', 'School', 'Literature', 'Historical Fiction', 'Romance', 'Novels', 'Read For School', 'High School', 'American']",Paperback,200,Scribner,9/28/2004,['Grammy Award Nominee for Best Spoken Word Album (2003)'],3775504,"['1345866', '1266424', '798955', '252115', '112144']",90,"['New York City, New York (United States)', 'New York State (United States)', 'Long Island, New York (United States)']",2011,F. Scott Fitzgerald,10814,8.74,,,,,,,
The Greater Journey: Americans in Paris,Missing,3.92,English,"['History', 'Nonfiction', 'France', 'Biography', 'American History', 'Travel', 'Art', 'Historical', 'Audiobook', '19th Century']",Hardcover,558,Simon & Schuster Adult Publishing Group,5/24/2011,"['Andrew Carnegie Medal Nominee for Nonfiction (2012)', 'Marfield Prize (National Award for Arts Writing) Nominee (2011)', 'Goodreads Choice Award Nominee for History & Biography (2011)']",17862,"['5702', '6840', '3881', '1015', '424']",92,['France'],2011,David McCullough,1204,33,,,,,,,
The Gruffalo,Gruffalo #1,4.47,English,"['Picture Books', 'Childrens', 'Animals', 'Fiction', 'Fantasy', 'Poetry', 'Monsters', 'Storytime', 'Classics', 'Humor']",Paperback,32,MacMillan Children's Books,8/1st/1999,"['Blue Peter Book Award for Best Book to Read Aloud (2000)', 'Nestlé Smarties Book Prize for 0–5 years (1999)']",30755,"['19516', '7424', '2825', '652', '338']",97,Missing,Missing,Julia Donaldson,Missing,Missing,,,,,,,
The Guardians,Missing,3.68,English,"['Science Fiction', 'Young Adult', 'Fiction', 'Dystopia', 'Fantasy', 'Novels', 'School', '20th Century', 'British Literature', 'Childrens']",Mass Market Paperback,214,Collier,1972,"[""Guardian Children's Fiction Prize (1971)"", 'Deutscher Jugendliteraturpreis for Jugendbuch (1976)']",608,"['137', '218', '183', '59', '11']",88,Missing,Missing,John Grisham,Missing,Missing,,,,,,,
The Guernsey Literary and Potato Peel Pie Society,Missing,4.17,English,"['Historical Fiction', 'Fiction', 'Historical', 'Romance', 'World War II', 'Book Club', 'War', 'Adult', 'Adult Fiction', 'Books About Books']",Paperback,291,Dial Press,7/10/2018,"['Indies Choice Book Award for Best Indie Buzz Book (Fiction) (2009)', 'LovelyBooks Leserpreis Nominee for Allgemeine Literatur (2009)']",610392,"['266691', '220413', '91717', '22141', '9430']",95,"['United Kingdom', 'Guernsey']",2010,Mary Ann Shaffer,10026,0.94,,,,,,,
The Guest Cat,Missing,3.53,English,"['Fiction', 'Japan', 'Japanese Literature', 'Cats', 'Contemporary', 'Animals', 'Asia', 'Novels', 'Literary Fiction', 'Asian Literature']",Paperback,140,New Directions,1/28/2014,0,16689,"['2599', '6136', '5842', '1752', '360']",87,['Tokyo (Japan)'],Missing,Takashi Hiraide,Missing,Missing,,,,,,,
The Handmaid's Tale,The Handmaid's Tale #1,4.11,English,"['Fiction', 'Classics', 'Dystopia', 'Science Fiction', 'Feminism', 'Fantasy', 'Adult', 'Audiobook', 'Literature', 'Novels']",Paperback,314,Anchor Books,4/28/1998,"['Booker Prize Nominee (1986)', 'Nebula Award Nominee for Best Novel (1986)', 'Locus Award Nominee for Best SF Novel (1987)', 'Arthur C. Clarke Award (1987)', 'Audie Award for Fiction (2013)', 'Los Angeles Times Book Prize for Fiction (1986)', 'Prometheus Award Nominee for Best Novel (1987)', 'James Tiptree Jr. Award Nominee for Retrospective (1995)', ""Governor General's Literary Awards / Prix littéraires du Gouverneur général for Fiction (1985)"", 'SF Chronicle Award Nominee for Novel (1987)', ""Commonwealth Writers' Prize Nominee for Best Book in Caribbean and Canada (1987)"", 'CBC Canada Reads Nominee (2002)', 'Metų verstinė knyga Nominee (2012)']",1459245,"['616810', '517007', '227994', '64441', '32993']",93,"['Cambridge, Massachusetts (United States)', 'Republic of Gilead']",2017,Margaret Atwood,37046,7.99,,,,,,,
The Harbinger: The Ancient Mystery that Holds the Secret of America's Future,The Harbinger #1,3.96,English,"['Christian', 'Fiction', 'Christian Fiction', 'Religion', 'Christianity', 'Mystery', 'Faith', 'Spirituality', 'Historical Fiction', 'Theology']",Paperback,262,Frontline,1/3/2012,0,21572,"['9461', '5708', '3709', '1517', '1177']",88,Missing,2012,Jonathan Cahn,13699,2.19,,,,,,,
The Hate U Give,The Hate U Give #1,4.52,English,"['Young Adult', 'Fiction', 'Contemporary', 'Audiobook', 'Realistic Fiction', 'Race', 'Social Justice', 'Teen', 'Young Adult Contemporary', 'African American']",Hardcover,444,Balzer + Bray,2/28/2017,"[""National Book Award Nominee for Young People's Literature (2017)"", 'Odyssey Award (2018)', 'William C. Morris YA Debut Award (2018)', 'Los Angeles Times Book Prize Nominee for Young Adult Literature (2017)', 'Edgar Award Nominee for Best Young Adult (2018)', 'Michael L. Printz Award Nominee (2018)', 'Rhode Island Teen Book Award (2019)', 'Evergreen Teen Book Award Nominee for High School (2020)', 'Coretta Scott King Book Award Nominee for Author Honor (2018)', 'Deutscher Jugendliteraturpreis for Preis der Jugendjury (2018)', 'Amelia Elizabeth Walden Award (2018)', 'Boston Globe-Horn Book Award for Fiction (2017)', 'Lincoln Award (2019)', ""Waterstones Children's Book Prize for Overall and Older Fiction (2018)"", ""Kirkus Prize Nominee for Young Readers' Literature (2017)"", 'Goodreads Choice Award for Young Adult Fiction & for Debut Goodreads Author (2017) and for Best of the Best  (2018)', 'Carnegie Medal Nominee (2018)', 'NAACP Image Award Nominee for Youth/Teens (2018)']",503674,"['319950', '139056', '34099', '6668', '3901']",98,"['United States of America', 'Garden Heights']",2018,Angie Thomas,14315,8.65,,,,,,,
The Help,Missing,4.47,English,"['Fiction', 'Historical Fiction', 'Historical', 'Adult', 'Adult Fiction', 'Contemporary', 'Audiobook', 'Classics', 'Chick Lit', 'Book Club']",Hardcover,451,Amy Einhorn Books/G.P. Putnam's Sons,2/10/2009,"['Orange Prize Nominee for Fiction Longlist (2010)', 'Audie Award for Fiction (2010)', 'Exclusive Books Boeke Prize (2009)', 'SIBA Book Award for Fiction (2010)', 'Indies Choice Book Award for Adult Debut (2010)', 'Puddly Award for Fiction (2011)', 'Lincoln Award Nominee (2013)', 'Grand Prix des lectrices de Elle for roman (2011)', 'Goodreads Choice Award for Fiction (2009) and Nominee for Best of the Best  (2018)', 'Townsend Prize for Fiction (2010)']",2164011,"['1300564', '636115', '176679', '34643', '16010']",98,"['Jackson, Mississippi (United States)', 'Jackson, Mississippi (United States)', 'Mississippi (United States)']",2010,Kathryn Stockett,14772,14.97,,,,,,,
The Hunger Games,The Hunger Games #1,4.33,English,"['Young Adult', 'Fiction', 'Dystopia', 'Fantasy', 'Science Fiction', 'Romance', 'Adventure', 'Teen', 'Post Apocalyptic', 'Action']",Hardcover,374,Scholastic Press,9/14/2008,"['Locus Award Nominee for Best Young Adult Book (2009)', 'Georgia Peach Book Award (2009)', 'Buxtehuder Bulle (2009)', 'Golden Duck Award for Young Adult (Hal Clement Award) (2009)', ""Grand Prix de l'Imaginaire Nominee for Roman jeunesse étranger (2010)"", 'Books I Loved Best Yearly (BILBY) Awards for Older Readers (2012)', ""West Australian Young Readers' Book Award (WAYRBA) for Older Readers (2010)"", ""Red House Children's Book Award for Older Readers & Overall (2010)"", 'South Carolina Book Award for Junior and Young Adult Book (2011)', 'Charlotte Award (2010)', 'Colorado Blue Spruce Young Adult Book Award (2010)', 'Teen Buckeye Book Award (2009)', ""Pennsylvania Young Readers' Choice Award for Young Adults (2010)"", 'Rhode Island Teen Book Award (2010)', ""Dorothy Canfield Fisher Children's Book Award (2010)"", 'Evergreen Teen Book Award (2011)', 'Soaring Eagle Book Award (2009)', 'Milwaukee County Teen Book Award Nominee (2010)', 'Sakura Medal for Middle School Book (2010)', 'Michigan Library Association Thumbs Up! Award (2009)', 'Florida Teens Read (2009)', 'Deutscher Jugendliteraturpreis for Preis der Jugendjury (2010)', 'Iowa High School Book Award (2011)', 'New Mexico Land of Enchantment Award for Young Adult (2011)', 'Eliot Rosewater Indiana High School Book Award (2010)', 'The Inky Awards for Silver Inky (2009)', 'California Young Readers Medal for Young Adult (2011)', 'Lincoln Award (2011)', 'Kinderboekwinkelprijs (2010)', 'Missouri Truman Readers Award (2011)', 'CYBILS Award for Young Adult Fantasy & Science Fiction (2008)', 'Literaturpreis der Jury der jungen Leser for Jugendbuch (2010)', 'The Inky Awards Shortlist for Silver Inky (2009)', 'Prix Et-lisez-moi (2011)', 'Missouri Gateway Readers Award (2011)', 'Oklahoma Sequoyah Award for High School and Intermediate (2011)', 'Premio El Templo de las Mil Puertas for Mejor novela extranjera perteneciente a saga (2009)', ""Rebecca Caudill Young Readers' Book Award (2011)"", 'LovelyBooks Leserpreis for Fantasy (2009)', 'LovelyBooks Leserpreis for Bestes Cover/Umschlag (2009)', 'Premi Protagonista Jove for Categoria 13-14 anys (2010)']",6376780,"['3444695', '1921313', '745221', '171994', '93557']",96,"['District 12, Panem', 'Capitol, Panem', 'Panem (United States)']",2010,Suzanne Collins,34030,9.96,,,,,,,
The Immortal Life of Henrietta Lacks,Missing,4.07,English,"['Nonfiction', 'Science', 'History', 'Biography', 'Medicine', 'Audiobook', 'Book Club', 'Medical', 'Biography Memoir', 'Historical']",Hardcover,370,Crown Publishing Group,2/2/2010,"['Ambassador Book Award for American Studies (2011)', 'Audie Award for Nonfiction (2011)', 'Chicago Tribune Heartland Prize for Nonfiction (2010)', 'Wellcome Book Prize (2010)', 'Puddly Award for Nonfiction (2011)', 'Goodreads Choice Award for  Nonfiction and Debut Author and Nominee for Favorite Book (2010)', 'AAAS/Subaru SB&F Prize for Excellence in Science Books for Young Adult Science Book (2011)']",587187,"['238511', '210677', '94444', '25799', '17756']",93,"['Baltimore, Maryland (United States)', 'Clover, Virginia (United States)']",2010,Rebecca Skloot,11370,2.06,,,,,,,
The Infinite Game,Missing,4.22,English,"['Business', 'Nonfiction', 'Leadership', 'Self Help', 'Personal Development', 'Management', 'Audiobook', 'Psychology', 'Philosophy', 'Buisness']",Hardcover,272,Portfolio,10/15/2019,0,8188,"['3709', '2977', '1185', '242', '75']",96,Missing,Missing,Simon Sinek,Missing,Missing,,,,,,,
The Intelligent Investor,Missing,4.23,English,"['Finance', 'Business', 'Nonfiction', 'Economics', 'Money', 'Personal Finance', 'Self Help', 'Buisness', 'Personal Development', 'Reference']",Paperback,623,Harper Business,2/21/2006,0,80719,"['40888', '24579', '10305', '2821', '2126']",94,Missing,Missing,Benjamin Graham,Missing,Missing,,,,,,,
The Invention of Hugo Cabret,Missing,4.22,English,"['Historical Fiction', 'Fiction', 'Young Adult', 'Childrens', 'Graphic Novels', 'Middle Grade', 'Fantasy', 'Mystery', 'Historical', 'Picture Books']",Hardcover,533,Scholastic Press,3/28/2007,"['Caldecott Medal (2008)', ""Book Sense Book of the Year Award for Children's Literature (2008)"", ""Flicker Tale Children's Book Award (2009)"", ""Dorothy Canfield Fisher Children's Book Award Nominee (2009)"", 'Deutscher Jugendliteraturpreis Nominee for Kinderbuch (2009)', ""Iowa Children's Choice Award (2010)"", ""Boston Author's Club Young Reader Award (2008)"", ""NAIBA Book of the Year for Children's Literature (2007)"", ""National Book Award Finalist for Young People's Literature (2007)"", ""Rebecca Caudill Young Readers' Book Award Nominee (2009)"", 'لاک\u200cپشت پرنده for نشان طلایی (2012)']",162904,"['77330', '54165', '23792', '5289', '2328']",95,['Paris (France)'],2011,Brian Selznick,1778,17.29,,,,,,,
The Invention of Wings,Missing,4.24,English,"['Historical Fiction', 'Fiction', 'Historical', 'Book Club', 'Audiobook', 'Adult Fiction', 'Adult', 'Novels', 'African American', 'Southern']",Hardcover,384,Viking,1/7/2014,"['Florida Book Award for General Fiction - Gold (2014)', 'Goodreads Choice Award Nominee for Historical Fiction (2014)', 'International Dublin Literary Award Nominee (2016)']",263623,"['114842', '107431', '33773', '5446', '2131']",97,"['Charleston, South Carolina (United States)']",2014,Sue Monk Kidd,15174,20.98,,,,,,,
The Jolly Christmas Postman,The Jolly Postman,4.49,English,"['Christmas', 'Picture Books', 'Childrens', 'Holiday', 'Fiction', 'Fantasy', 'Humor', 'Fairy Tales', 'Writing', 'Poetry']",Hardcover,64,Little Brown & Co (Juv),9/1/2001,['Kate Greenaway Medal (1991)'],3531,"['2293', '799', '346', '60', '33']",97,Missing,Missing,Allan Ahlberg,Missing,Missing,,,,,,,
